from,to,time (ms),mem (kb),order_min,order_max,order_median,size_min,size_max,size_median,density_min,density_max,density_median
502,512,5750,1954016,7,12,8.0,11,11,11.0,0.16666666666666666,0.5238095238095238,0.39285714285714285
512,522,5610,1953760,7,12,8.0,11,12,11.0,0.16666666666666666,0.5714285714285714,0.4107142857142857
522,532,5920,1957600,6,13,12.5,12,12,12.0,0.15384615384615385,0.8,0.16783216783216784
532,542,5410,1955812,7,13,7.0,12,12,12.0,0.15384615384615385,0.5714285714285714,0.5714285714285714
542,552,5230,1954016,6,13,8.0,12,12,12.0,0.15384615384615385,0.8,0.42857142857142855
552,562,5680,1956324,7,13,8.0,12,12,12.0,0.15384615384615385,0.5714285714285714,0.42857142857142855
562,572,4870,1955548,8,10,8.0,12,12,12.0,0.26666666666666666,0.42857142857142855,0.42857142857142855
572,582,5800,1956576,7,13,8.0,12,12,12.0,0.15384615384615385,0.5714285714285714,0.42857142857142855
582,592,5690,1957348,7,13,9.0,12,12,12.0,0.15384615384615385,0.5714285714285714,0.3476190476190476
592,602,5490,1955808,6,13,8.0,12,12,12.0,0.15384615384615385,0.8,0.42857142857142855
602,612,5330,1952216,6,9,7.0,12,12,12.0,0.3333333333333333,0.8,0.5714285714285714
612,622,5390,1955548,7,13,8.0,12,12,12.0,0.15384615384615385,0.5714285714285714,0.42857142857142855
622,632,5560,1956572,7,14,8.0,12,13,12.0,0.14285714285714285,0.5714285714285714,0.42857142857142855
632,642,5800,1954272,7,8,7.5,13,13,13.0,0.4642857142857143,0.6190476190476191,0.5416666666666667
642,652,5580,1956576,6,14,8.0,13,13,13.0,0.14285714285714285,0.8666666666666667,0.4642857142857143
652,662,6110,1958624,8,14,8.0,13,13,13.0,0.14285714285714285,0.4642857142857143,0.4642857142857143
662,672,6110,1958108,7,14,8.0,13,13,13.0,0.14285714285714285,0.6190476190476191,0.4642857142857143
672,682,5600,1955548,7,9,8.0,13,13,13.0,0.3611111111111111,0.6190476190476191,0.4642857142857143
682,692,5570,1958624,7,14,8.0,13,13,13.0,0.14285714285714285,0.6190476190476191,0.4642857142857143
692,702,5260,1958624,7,15,8.0,13,13,13.0,0.12380952380952381,0.6190476190476191,0.4642857142857143
702,712,5960,1960672,8,14,10.5,13,13,13.0,0.14285714285714285,0.4642857142857143,0.2626262626262626
712,722,6130,1958880,7,14,8.0,13,13,13.0,0.14285714285714285,0.6190476190476191,0.4642857142857143
722,732,5490,1955288,7,9,8.0,13,13,13.0,0.3611111111111111,0.6190476190476191,0.4642857142857143
732,742,5860,1961696,8,15,9.5,13,14,14.0,0.13333333333333333,0.5,0.35
742,752,5900,1958112,7,15,8.0,14,14,14.0,0.13333333333333333,0.6666666666666666,0.5
752,762,5870,1958368,6,14,8.0,14,14,14.0,0.15384615384615385,0.9333333333333333,0.5
762,772,5990,1958108,7,11,8.0,14,14,14.0,0.2545454545454545,0.6666666666666666,0.5
772,782,5900,1961952,7,14,8.5,14,14,14.0,0.15384615384615385,0.6666666666666666,0.4444444444444444
782,792,5800,1960668,7,15,8.0,14,14,14.0,0.13333333333333333,0.6666666666666666,0.5
792,802,6060,1959648,8,15,8.0,14,14,14.0,0.13333333333333333,0.5,0.5
802,812,6050,1962464,7,15,9.0,14,14,14.0,0.13333333333333333,0.6666666666666666,0.40555555555555556
812,822,6140,1962968,7,15,12.5,14,14,14.0,0.13333333333333333,0.6666666666666666,0.2222222222222222
822,832,5810,1959904,7,15,8.0,14,14,14.0,0.13333333333333333,0.6666666666666666,0.5
832,842,6140,1962208,7,15,9.5,14,14,14.0,0.13333333333333333,0.6666666666666666,0.37727272727272726
842,852,4890,1957856,7,10,8.0,14,14,14.0,0.3111111111111111,0.6666666666666666,0.5
852,862,6050,1959904,7,15,8.0,14,15,14.0,0.13333333333333333,0.6666666666666666,0.5
862,872,6120,1962976,7,11,10.0,15,15,15.0,0.2727272727272727,0.7142857142857143,0.3333333333333333
872,882,6040,1963484,7,16,9.0,15,15,15.0,0.125,0.7142857142857143,0.4166666666666667
882,892,6360,1963228,7,14,10.5,15,15,15.0,0.16483516483516483,0.7142857142857143,0.303030303030303
892,902,6010,1960160,7,11,8.0,15,15,15.0,0.2727272727272727,0.7142857142857143,0.5357142857142857
902,912,6320,1962720,8,16,10.5,15,15,15.0,0.125,0.5357142857142857,0.303030303030303
912,922,6380,1965024,7,16,8.0,15,15,15.0,0.125,0.7142857142857143,0.5357142857142857
922,932,6250,1959972,6,11,8.0,15,15,15.0,0.2727272727272727,1.0,0.5357142857142857
932,942,5460,1962548,7,16,8.0,15,15,15.0,0.125,0.7142857142857143,0.5357142857142857
942,952,6150,1961952,8,15,9.0,15,15,15.0,0.14285714285714285,0.5357142857142857,0.4166666666666667
952,962,6090,1961184,8,10,9.5,15,15,15.0,0.3333333333333333,0.5357142857142857,0.375
962,972,6140,1962972,8,16,8.0,15,15,15.0,0.125,0.5357142857142857,0.5357142857142857
972,982,6090,1960416,7,12,8.0,15,15,15.0,0.22727272727272727,0.7142857142857143,0.5357142857142857
982,992,6090,1961700,7,15,8.0,15,15,15.0,0.14285714285714285,0.7142857142857143,0.5357142857142857
992,1002,6240,1961184,8,12,9.0,15,16,15.5,0.22727272727272727,0.5714285714285714,0.4444444444444444
1002,1012,6670,1966044,8,17,9.0,16,16,16.0,0.11764705882352941,0.5714285714285714,0.4444444444444444
1012,1022,6240,1960928,7,8,8.0,16,16,16.0,0.5714285714285714,0.7619047619047619,0.5714285714285714
1022,1032,6030,1961952,8,16,8.0,16,16,16.0,0.13333333333333333,0.5714285714285714,0.5714285714285714
1032,1042,5230,1961692,7,10,9.0,16,16,16.0,0.35555555555555557,0.7619047619047619,0.4444444444444444
1042,1052,6220,1962724,8,16,8.0,16,16,16.0,0.13333333333333333,0.5714285714285714,0.5714285714285714
1052,1062,6210,1962976,7,13,8.0,16,16,16.0,0.20512820512820512,0.7619047619047619,0.5714285714285714
1062,1072,5990,1962208,8,12,8.0,16,16,16.0,0.24242424242424243,0.5714285714285714,0.5714285714285714
1072,1082,6320,1964252,8,16,8.0,16,16,16.0,0.13333333333333333,0.5714285714285714,0.5714285714285714
1082,1092,6060,1961180,8,10,8.0,16,16,16.0,0.35555555555555557,0.5714285714285714,0.5714285714285714
1092,1102,5600,1962720,8,10,9.0,16,16,16.0,0.35555555555555557,0.5714285714285714,0.4444444444444444
1102,1112,6450,1966560,7,17,11.0,16,16,16.0,0.11764705882352941,0.7619047619047619,0.2909090909090909
1112,1122,5960,1961952,8,11,8.0,16,17,16.0,0.3090909090909091,0.6071428571428571,0.5714285714285714
1122,1132,6370,1964000,8,10,9.0,17,17,17.0,0.37777777777777777,0.6071428571428571,0.49246031746031743
1132,1142,6150,1962204,8,8,8.0,17,17,17.0,0.6071428571428571,0.6071428571428571,0.6071428571428571
1142,1152,6140,1965788,7,18,8.0,17,17,17.0,0.1111111111111111,0.8095238095238095,0.6071428571428571
1152,1162,5930,1965276,8,11,9.0,17,17,17.0,0.3090909090909091,0.6071428571428571,0.49246031746031743
1162,1172,6390,1964768,8,10,9.0,17,17,17.0,0.37777777777777777,0.6071428571428571,0.4722222222222222
1172,1182,6040,1964768,7,12,8.0,17,17,17.0,0.25757575757575757,0.8095238095238095,0.6071428571428571
1182,1192,6180,1963992,7,11,8.0,17,17,17.0,0.3090909090909091,0.8095238095238095,0.6071428571428571
1192,1202,6150,1964252,8,12,9.0,17,17,17.0,0.25757575757575757,0.6071428571428571,0.4722222222222222
1202,1212,6180,1964000,8,10,8.5,17,17,17.0,0.37777777777777777,0.6071428571428571,0.5396825396825397
1212,1222,6430,1962468,8,11,8.0,17,17,17.0,0.3090909090909091,0.6071428571428571,0.6071428571428571
1222,1232,6410,1967328,8,17,8.0,17,17,17.0,0.125,0.6071428571428571,0.6071428571428571
1232,1242,6040,1962464,8,8,8.0,17,17,17.0,0.6071428571428571,0.6071428571428571,0.6071428571428571
1242,1252,6270,1964512,7,11,9.0,17,18,18.0,0.3090909090909091,0.8095238095238095,0.5214285714285715
1252,1262,6660,1967328,8,12,9.0,18,18,18.0,0.2727272727272727,0.6428571428571429,0.5
1262,1272,6890,1968608,8,12,10.0,18,18,18.0,0.2727272727272727,0.6428571428571429,0.4
1272,1282,6760,1969888,8,18,8.0,18,18,18.0,0.11764705882352941,0.6428571428571429,0.6428571428571429
1282,1292,6360,1965276,7,12,8.0,18,18,18.0,0.2727272727272727,0.8571428571428571,0.6428571428571429
1292,1302,6680,1967072,8,11,11.0,18,18,18.0,0.32727272727272727,0.6428571428571429,0.32727272727272727
1302,1312,6580,1966320,8,10,9.5,18,18,18.0,0.4,0.6428571428571429,0.45
1312,1322,6730,1967580,8,11,10.5,18,18,18.0,0.32727272727272727,0.6428571428571429,0.36363636363636365
1322,1332,6540,1968864,8,16,8.0,18,18,18.0,0.15,0.6428571428571429,0.6428571428571429
1332,1342,6720,1963484,8,8,8.0,18,18,18.0,0.6428571428571429,0.6428571428571429,0.6428571428571429
1342,1352,6520,1964772,7,12,8.0,18,18,18.0,0.2727272727272727,0.8571428571428571,0.6428571428571429
1352,1362,7180,1972144,8,18,11.0,18,18,18.0,0.11764705882352941,0.6428571428571429,0.32727272727272727
1362,1372,6910,1969628,7,19,11.0,18,18,18.0,0.10526315789473684,0.8571428571428571,0.33636363636363636
1372,1382,6470,1966816,8,12,9.5,18,18,18.0,0.2727272727272727,0.6428571428571429,0.45
1382,1392,6810,1968352,7,12,10.0,18,18,18.0,0.2727272727272727,0.8571428571428571,0.4
1392,1402,7150,1972960,8,19,12.0,18,18,18.0,0.10526315789473684,0.6428571428571429,0.2727272727272727
1402,1412,6330,1963228,8,8,8.0,18,18,18.0,0.6428571428571429,0.6428571428571429,0.6428571428571429
1412,1422,6410,1965788,8,19,8.0,18,18,18.0,0.10526315789473684,0.6428571428571429,0.6428571428571429
1422,1432,6940,1971420,10,19,10.0,18,18,18.0,0.10526315789473684,0.4,0.4
1432,1442,6900,1968860,8,11,10.0,18,19,19.0,0.32727272727272727,0.6785714285714286,0.42272727272727273
1442,1452,6830,1970140,8,11,11.0,19,19,19.0,0.34545454545454546,0.6785714285714286,0.34545454545454546
1452,1462,6440,1965788,8,10,8.0,19,19,19.0,0.4222222222222222,0.6785714285714286,0.6785714285714286
1462,1472,7150,1972960,8,20,10.0,19,19,19.0,0.1,0.6785714285714286,0.4366161616161616
1472,1482,6650,1968604,8,14,8.0,19,19,19.0,0.2087912087912088,0.6785714285714286,0.6785714285714286
1482,1492,7180,1973208,8,20,10.5,19,19,19.0,0.1,0.6785714285714286,0.38383838383838387
1492,1502,6960,1969376,8,11,10.0,19,19,19.0,0.34545454545454546,0.6785714285714286,0.4222222222222222
1502,1512,7080,1968868,8,12,10.0,19,19,19.0,0.2878787878787879,0.6785714285714286,0.4222222222222222
1512,1522,6550,1972700,7,20,8.0,19,19,19.0,0.1,0.9047619047619048,0.6785714285714286
1522,1532,6430,1965280,8,8,8.0,19,19,19.0,0.6785714285714286,0.6785714285714286,0.6785714285714286
1532,1542,6630,1967580,7,11,8.0,19,19,19.0,0.34545454545454546,0.9047619047619048,0.6785714285714286
1542,1552,6120,1970908,8,12,10.0,19,20,19.0,0.30303030303030304,0.7142857142857143,0.4222222222222222
1552,1562,7180,1975000,8,20,10.5,20,20,20.0,0.10526315789473684,0.7142857142857143,0.40404040404040403
1562,1572,7300,1975260,8,21,10.0,20,20,20.0,0.09523809523809523,0.7142857142857143,0.4444444444444444
1572,1582,6950,1974240,8,16,11.0,20,20,20.0,0.16666666666666666,0.7142857142857143,0.3737373737373737
1582,1592,6780,1975776,8,21,9.0,20,20,20.0,0.09523809523809523,0.7142857142857143,0.5555555555555556
1592,1602,7130,1977568,8,21,10.0,20,20,20.0,0.09523809523809523,0.7142857142857143,0.4595959595959596
1602,1612,7080,1974496,8,21,10.5,20,20,20.0,0.09523809523809523,0.7142857142857143,0.40404040404040403
1612,1622,7140,1973724,9,13,11.0,20,20,20.0,0.2564102564102564,0.5555555555555556,0.36363636363636365
1622,1632,7040,1972448,7,12,10.0,20,20,20.0,0.30303030303030304,0.9523809523809523,0.4444444444444444
1632,1642,7420,1972192,8,16,12.0,20,20,20.0,0.16666666666666666,0.7142857142857143,0.30303030303030304
1642,1652,7150,1972960,8,14,9.5,20,21,21.0,0.21978021978021978,0.75,0.5138888888888888
1652,1662,7440,1975808,8,14,10.0,21,21,21.0,0.23076923076923078,0.75,0.4666666666666667
1662,1672,7530,1976284,10,14,12.0,21,21,21.0,0.23076923076923078,0.4666666666666667,0.3181818181818182
1672,1682,7410,1976800,7,15,12.5,21,21,21.0,0.2,1.0,0.2937062937062937
1682,1692,7650,1979868,8,21,12.5,21,21,21.0,0.1,0.75,0.2937062937062937
1692,1702,7260,1976032,10,14,12.0,21,21,21.0,0.23076923076923078,0.4666666666666667,0.3181818181818182
1702,1712,7370,1977572,9,22,12.0,21,21,21.0,0.09090909090909091,0.5833333333333334,0.3181818181818182
1712,1722,7740,1978332,8,22,11.5,21,21,21.0,0.09090909090909091,0.75,0.35
1722,1732,7360,1974052,8,14,11.0,21,21,21.0,0.23076923076923078,0.75,0.38181818181818183
1732,1742,7170,1973980,9,14,9.0,21,21,21.0,0.23076923076923078,0.5833333333333334,0.5833333333333334
1742,1752,7270,1973980,8,14,11.0,21,21,21.0,0.23076923076923078,0.75,0.4903846153846154
1752,1762,7660,1980640,8,23,12.0,21,22,22.0,0.08695652173913043,0.75,0.3181818181818182
1762,1772,7890,1977312,9,13,11.5,22,22,22.0,0.28205128205128205,0.6111111111111112,0.3666666666666667
1772,1782,7570,1977312,8,12,11.5,22,22,22.0,0.3333333333333333,0.7857142857142857,0.3666666666666667
1782,1792,7560,1977312,8,13,11.5,22,22,22.0,0.28205128205128205,0.7857142857142857,0.3666666666666667
1792,1802,7620,1978336,10,13,12.0,22,22,22.0,0.28205128205128205,0.4888888888888889,0.3333333333333333
1802,1812,7950,1980640,8,16,12.0,22,22,22.0,0.18333333333333332,0.7857142857142857,0.3333333333333333
1812,1822,7500,1976800,8,12,12.0,22,22,22.0,0.3333333333333333,0.7857142857142857,0.3333333333333333
1822,1832,8030,1986268,10,23,12.0,22,22,22.0,0.08695652173913043,0.4888888888888889,0.3333333333333333
1832,1842,7770,1976544,10,12,11.5,22,22,22.0,0.3333333333333333,0.4888888888888889,0.3666666666666667
1842,1852,8000,1984736,8,24,11.0,23,23,23.0,0.08333333333333333,0.8214285714285714,0.4297979797979798
1852,1862,7910,1980640,9,17,10.0,23,23,23.0,0.16911764705882354,0.6388888888888888,0.5111111111111111
1862,1872,7570,1981152,9,17,10.0,23,23,23.0,0.16911764705882354,0.6388888888888888,0.5111111111111111
1872,1882,8020,1987292,8,23,13.0,23,23,23.0,0.09090909090909091,0.8214285714285714,0.2948717948717949
1882,1892,7950,1978748,9,17,12.0,23,23,23.0,0.16911764705882354,0.6388888888888888,0.3484848484848485
1892,1902,7770,1978848,10,12,11.0,23,23,23.0,0.3484848484848485,0.5111111111111111,0.41818181818181815
1902,1912,7920,1984992,9,18,13.0,23,24,23.0,0.1568627450980392,0.6388888888888888,0.3012820512820513
1912,1922,8140,1986012,9,18,12.0,24,24,24.0,0.1568627450980392,0.6666666666666666,0.36363636363636365
1922,1932,8260,1983456,10,16,16.0,24,24,24.0,0.2,0.5333333333333333,0.2
1932,1942,8740,1989344,10,25,16.0,24,24,24.0,0.08,0.5333333333333333,0.2
1942,1952,8980,1987292,12,18,16.5,24,24,24.0,0.1568627450980392,0.36363636363636365,0.18823529411764706
1952,1962,8910,1988576,12,18,16.0,24,24,24.0,0.1568627450980392,0.36363636363636365,0.2
1962,1972,7880,1977652,9,16,9.0,24,24,24.0,0.2,0.6666666666666666,0.6666666666666666
1972,1982,8810,1984480,12,16,15.5,24,24,24.0,0.2,0.36363636363636365,0.2142857142857143
1982,1992,8620,1990620,12,25,17.0,24,24,24.0,0.08,0.36363636363636365,0.17647058823529413
1992,2002,9130,1992408,17,18,18.0,24,24,24.0,0.1568627450980392,0.17647058823529413,0.1568627450980392
2002,2012,8520,1987296,8,18,16.0,24,24,24.0,0.1568627450980392,0.8571428571428571,0.2
2012,2022,8470,1987992,12,24,16.0,24,24,24.0,0.08695652173913043,0.36363636363636365,0.2
2022,2032,8380,1988320,9,18,18.0,24,24,24.0,0.1568627450980392,0.6666666666666666,0.1568627450980392
2032,2042,8350,1982944,9,18,12.0,24,24,24.0,0.1568627450980392,0.6666666666666666,0.36363636363636365
2042,2052,8410,1987548,9,18,12.0,24,24,24.0,0.1568627450980392,0.6666666666666666,0.36363636363636365
2052,2062,8720,1988064,10,18,16.0,24,24,24.0,0.1568627450980392,0.5333333333333333,0.2
2062,2072,8710,1988320,10,25,16.5,24,24,24.0,0.08,0.5333333333333333,0.18823529411764706
2072,2082,9180,1993184,10,18,18.0,24,25,25.0,0.1568627450980392,0.5555555555555556,0.16339869281045752
2082,2092,8860,1990624,9,26,18.0,25,25,25.0,0.07692307692307693,0.6944444444444444,0.16339869281045752
2092,2102,8670,1984480,9,18,13.5,25,25,25.0,0.16339869281045752,0.6944444444444444,0.42892156862745096
2102,2112,9290,1994720,18,18,18.0,25,25,25.0,0.16339869281045752,0.16339869281045752,0.16339869281045752
2112,2122,9170,1994712,18,18,18.0,25,25,25.0,0.16339869281045752,0.16339869281045752,0.16339869281045752
2122,2132,9020,1994976,17,18,18.0,25,25,25.0,0.16339869281045752,0.18382352941176472,0.16339869281045752
2132,2142,9440,1994716,18,18,18.0,25,25,25.0,0.16339869281045752,0.16339869281045752,0.16339869281045752
2142,2152,8990,1995232,18,18,18.0,25,25,25.0,0.16339869281045752,0.16339869281045752,0.16339869281045752
2152,2162,9530,1994208,18,18,18.0,25,25,25.0,0.16339869281045752,0.16339869281045752,0.16339869281045752
2162,2172,8280,1990368,9,18,18.0,25,25,25.0,0.16339869281045752,0.6944444444444444,0.16339869281045752
2172,2182,7910,1984480,8,18,9.0,25,25,25.0,0.16339869281045752,0.8928571428571429,0.6944444444444444
2182,2192,9210,1993952,9,19,18.0,25,25,25.0,0.14619883040935672,0.6944444444444444,0.16339869281045752
2192,2202,8640,1992672,10,26,11.0,25,25,25.0,0.07692307692307693,0.5555555555555556,0.45454545454545453
2202,2212,8500,1988572,11,18,18.0,25,25,25.0,0.16339869281045752,0.45454545454545453,0.16339869281045752
2212,2222,9130,1991132,9,26,18.0,25,25,25.0,0.07692307692307693,0.6944444444444444,0.16339869281045752
2222,2232,9050,1994464,10,25,18.0,25,25,25.0,0.08333333333333333,0.5555555555555556,0.16339869281045752
2232,2242,8600,1991136,9,18,18.0,25,25,25.0,0.16339869281045752,0.6944444444444444,0.16339869281045752
2242,2252,8900,1991392,9,18,18.0,25,25,25.0,0.16339869281045752,0.6944444444444444,0.16339869281045752
2252,2262,8800,1994464,9,18,18.0,25,25,25.0,0.16339869281045752,0.6944444444444444,0.16339869281045752
2262,2272,8710,1990872,9,22,15.0,25,25,25.0,0.10822510822510822,0.6944444444444444,0.27109328579916814
2272,2282,8940,1994208,9,18,18.0,25,26,25.0,0.16339869281045752,0.6944444444444444,0.16339869281045752
2282,2292,8740,1992668,9,18,18.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.16993464052287582
2292,2302,8980,1992412,9,18,18.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.16993464052287582
2302,2312,9560,1996256,9,18,18.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.16993464052287582
2312,2322,9650,1996516,9,18,18.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.16993464052287582
2322,2332,8330,1988832,9,18,10.5,26,26,26.0,0.16993464052287582,0.7222222222222222,0.5580808080808081
2332,2342,9110,1995996,9,18,18.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.16993464052287582
2342,2352,8780,1992672,9,18,16.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.21939775910364145
2352,2362,8790,1992412,9,18,18.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.16993464052287582
2362,2372,8930,1999328,9,26,18.0,26,26,26.0,0.08,0.7222222222222222,0.16993464052287582
2372,2382,8950,1993180,9,18,18.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.16993464052287582
2382,2392,8660,1988828,9,18,9.5,26,26,26.0,0.16993464052287582,0.7222222222222222,0.6499999999999999
2392,2402,8910,1991392,9,18,18.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.16993464052287582
2402,2412,9610,1996768,18,18,18.0,26,26,26.0,0.16993464052287582,0.16993464052287582,0.16993464052287582
2412,2422,9160,1997024,9,27,18.0,26,26,26.0,0.07407407407407407,0.7222222222222222,0.16993464052287582
2422,2432,9010,1996772,9,27,16.0,26,26,26.0,0.07407407407407407,0.7222222222222222,0.22782446311858076
2432,2442,8540,1987292,9,18,9.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.7222222222222222
2442,2452,8280,1987552,9,18,9.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.7222222222222222
2452,2462,8680,1986780,9,18,12.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.3939393939393939
2462,2472,8530,1996512,18,18,18.0,26,26,26.0,0.16993464052287582,0.16993464052287582,0.16993464052287582
2472,2482,9820,1997024,18,18,18.0,26,26,26.0,0.16993464052287582,0.16993464052287582,0.16993464052287582
2482,2492,9410,1996764,9,18,18.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.16993464052287582
2492,2502,8340,1984732,9,18,9.0,26,26,26.0,0.16993464052287582,0.7222222222222222,0.7222222222222222
2502,2512,8980,1992412,9,18,18.0,26,27,27.0,0.16993464052287582,0.75,0.17647058823529413
2512,2522,7630,1982172,9,12,9.0,27,27,27.0,0.4090909090909091,0.75,0.75
2522,2532,9090,1991136,11,18,11.0,27,27,27.0,0.17647058823529413,0.4909090909090909,0.4909090909090909
2532,2542,9370,1998300,18,18,18.0,27,27,27.0,0.17647058823529413,0.17647058823529413,0.17647058823529413
2542,2552,9760,1998816,18,18,18.0,27,27,27.0,0.17647058823529413,0.17647058823529413,0.17647058823529413
2552,2562,8970,1994720,9,18,18.0,27,27,27.0,0.17647058823529413,0.75,0.17647058823529413
2562,2572,8550,1990624,10,18,12.0,27,27,27.0,0.17647058823529413,0.6,0.4090909090909091
2572,2582,9060,1993440,9,18,18.0,27,27,27.0,0.17647058823529413,0.75,0.17647058823529413
2582,2592,8870,1994976,11,18,18.0,27,27,27.0,0.17647058823529413,0.4909090909090909,0.17647058823529413
2592,2602,9080,1995232,12,18,18.0,27,27,27.0,0.17647058823529413,0.4090909090909091,0.17647058823529413
2602,2612,9160,1998048,12,18,18.0,27,27,27.0,0.17647058823529413,0.4090909090909091,0.17647058823529413
2612,2622,8460,1990880,9,18,10.0,27,27,27.0,0.17647058823529413,0.75,0.6204545454545455
2622,2632,8440,1985504,8,18,9.0,27,27,27.0,0.17647058823529413,0.9642857142857143,0.75
2632,2642,8100,1990364,9,20,10.0,27,27,27.0,0.14210526315789473,0.75,0.6204545454545455
2642,2652,9360,1998044,9,27,18.0,27,27,27.0,0.07692307692307693,0.75,0.17647058823529413
2652,2662,9430,1997276,16,18,18.0,27,27,27.0,0.17647058823529413,0.225,0.17647058823529413
2662,2672,9380,1993920,12,18,18.0,27,27,27.0,0.17647058823529413,0.4090909090909091,0.17647058823529413
2672,2682,8470,1993440,10,18,12.0,27,27,27.0,0.17647058823529413,0.6,0.4090909090909091
2682,2692,9150,1991648,9,18,15.0,27,27,27.0,0.17647058823529413,0.75,0.2927807486631016
2692,2702,7320,1988320,9,18,12.0,27,27,27.0,0.17647058823529413,0.75,0.4090909090909091
2702,2712,8950,1994972,9,28,18.0,27,27,27.0,0.07142857142857142,0.75,0.17647058823529413
2712,2722,9000,1994464,9,18,15.0,27,28,27.0,0.17647058823529413,0.7777777777777778,0.3036244800950683
2722,2732,8750,1995740,9,19,12.0,28,28,28.0,0.16374269005847952,0.7777777777777778,0.42424242424242425
2732,2742,8940,2000092,9,27,13.0,28,28,28.0,0.07977207977207977,0.7777777777777778,0.365967365967366
2742,2752,8990,1998912,9,29,11.5,28,28,28.0,0.06896551724137931,0.7777777777777778,0.4666666666666667
2752,2762,8450,1991904,9,18,9.0,28,28,28.0,0.1830065359477124,0.7777777777777778,0.7777777777777778
2762,2772,9190,1995484,9,24,12.0,28,28,28.0,0.10144927536231885,0.7777777777777778,0.42424242424242425
2772,2782,8800,1997024,9,29,12.0,28,28,28.0,0.06896551724137931,0.7777777777777778,0.42424242424242425
2782,2792,8840,1993952,9,19,12.0,28,28,28.0,0.16374269005847952,0.7777777777777778,0.42424242424242425
2792,2802,9220,1994464,9,24,12.0,28,28,28.0,0.10144927536231885,0.7777777777777778,0.42424242424242425
2802,2812,8720,1995488,9,19,13.0,28,28,28.0,0.16374269005847952,0.7777777777777778,0.365967365967366
2812,2822,8830,1997020,8,29,10.5,28,29,28.5,0.07142857142857142,1.0,0.6085858585858586
2822,2832,8830,1990624,9,20,9.5,29,29,29.0,0.15263157894736842,0.8055555555555556,0.7250000000000001
2832,2842,9150,1997792,9,30,11.5,29,29,29.0,0.06666666666666667,0.8055555555555556,0.4833333333333333
2842,2852,7680,1998304,9,18,18.0,29,29,29.0,0.1895424836601307,0.8055555555555556,0.1895424836601307
2852,2862,10230,2003168,12,20,20.0,29,30,30.0,0.15789473684210525,0.45454545454545453,0.15789473684210525
2862,2872,9540,2004196,10,19,17.0,30,30,30.0,0.17543859649122806,0.6666666666666666,0.2230392156862745
2872,2882,9670,1999840,9,20,12.0,30,30,30.0,0.15789473684210525,0.8333333333333334,0.45454545454545453
2882,2892,10240,2003684,10,20,20.0,30,30,30.0,0.15789473684210525,0.6666666666666666,0.15789473684210525
2892,2902,10410,2005472,20,20,20.0,30,30,30.0,0.15789473684210525,0.15789473684210525,0.15789473684210525
2902,2912,10290,2004448,10,20,20.0,30,30,30.0,0.15789473684210525,0.6666666666666666,0.15789473684210525
2912,2922,10340,2005216,20,20,20.0,30,30,30.0,0.15789473684210525,0.15789473684210525,0.15789473684210525
2922,2932,10480,2004956,20,20,20.0,30,30,30.0,0.15789473684210525,0.15789473684210525,0.15789473684210525
2932,2942,10410,2005216,20,20,20.0,30,30,30.0,0.15789473684210525,0.15789473684210525,0.15789473684210525
2942,2952,10060,2003936,10,20,20.0,30,30,30.0,0.15789473684210525,0.6666666666666666,0.15789473684210525
2952,2962,10610,2005216,20,31,20.0,30,30,30.0,0.06451612903225806,0.15789473684210525,0.15789473684210525
2962,2972,10090,2009312,9,31,20.0,30,30,30.0,0.06451612903225806,0.8333333333333334,0.15789473684210525
2972,2982,10160,2004448,9,20,20.0,30,30,30.0,0.15789473684210525,0.8333333333333334,0.15789473684210525
2982,2992,8100,2009828,20,30,20.0,30,30,30.0,0.06896551724137931,0.15789473684210525,0.15789473684210525
2992,3002,10470,2005724,20,20,20.0,30,30,30.0,0.15789473684210525,0.15789473684210525,0.15789473684210525
3002,3012,8830,2004700,20,20,20.0,30,30,30.0,0.15789473684210525,0.15789473684210525,0.15789473684210525
3012,3022,10220,2004444,20,20,20.0,30,30,30.0,0.15789473684210525,0.15789473684210525,0.15789473684210525
3022,3032,10490,2005472,20,20,20.0,30,30,30.0,0.15789473684210525,0.15789473684210525,0.15789473684210525
3032,3042,10560,2004956,20,20,20.0,30,30,30.0,0.15789473684210525,0.15789473684210525,0.15789473684210525
3042,3052,10350,2005472,12,20,20.0,30,30,30.0,0.15789473684210525,0.45454545454545453,0.15789473684210525
3052,3062,10010,2004448,13,20,20.0,30,30,30.0,0.15789473684210525,0.38461538461538464,0.15789473684210525
3062,3072,10270,2003936,20,20,20.0,30,30,30.0,0.15789473684210525,0.15789473684210525,0.15789473684210525
